TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
ir.ramtung.impl2.Library,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,297,0.3,2,41,111,318344,1717571961392,0.9896907216494846,1111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111,0.9859154929577465,11111111111111111111111111111111111111111111111101111111111111111111111,1.0,111111111111111,0,0,7,3,0.8956043956043956,11101111011111011111101111011110111101111111011110111111111111111111111111111111111111101111011111111111101111111101111111111111111010111111111101111101111011111111111111111111111011,0.5555555555555556,110110001,1.0,111111111111,1.0,111111111111,0.9859154929577465,11111111111111111111111111111111111111111111111101111111111111111111111
